uniqueID,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,Feedback,Block
i7186-p5809,89,0.25,-12,13,0.95,-47,0,1,True,-1,True,3
i7187-p5810,41,0.8,-14,30,1.0,30,1,8,False,0,True,4
i7188-p5811,16,0.99,-18,29,0.8,-17,0,1,False,1,False,1
i7189-p5811,16,0.99,-18,29,0.8,-17,0,1,False,1,True,3
i7190-p5812,21,1.0,21,32,0.5,19,0,1,True,0,True,3
i7191-p5813,30,1.0,30,27,0.25,24,2,7,False,0,False,1
i7192-p5813,30,1.0,30,27,0.25,24,2,7,False,0,True,3
i7193-p5814,0,1.0,0,87,0.25,-28,0,1,False,0,True,4
i7194-p5815,30,0.8,-5,17,0.4,7,1,4,True,0,True,5
i7195-p5816,22,0.25,5,41,0.25,-8,0,1,True,0,False,1
i7196-p5817,63,0.01,22,33,0.4,25,1,8,False,0,False,1
i7197-p5817,63,0.01,22,33,0.4,25,1,8,False,0,True,5
i7198-p5818,6,1.0,6,8,0.6,6,1,6,False,0,False,1
i7199-p5818,6,1.0,6,8,0.6,6,1,6,False,0,True,2
i7200-p5819,29,0.9,11,32,0.95,-38,2,6,False,0,True,5
i7201-p5820,31,0.8,7,67,0.05,26,0,1,False,0,True,3
i7202-p5821,10,1.0,10,32,0.2,5,0,1,False,0,True,2
i7203-p5822,1,1.0,1,3,0.75,-13,3,3,False,0,False,1
i7204-p5822,1,1.0,1,3,0.75,-13,3,3,False,0,True,4
i7205-p5823,0,1.0,0,25,0.4,-21,3,2,False,0,False,1
i7206-p5823,0,1.0,0,25,0.4,-21,3,2,False,0,True,2
i7207-p5824,10,0.9,7,12,0.99,1,1,4,False,0,False,1
i7208-p5824,10,0.9,7,12,0.99,1,1,4,False,0,True,3
i7209-p5825,28,0.6,25,67,0.25,23,1,6,False,0,True,2
i7210-p5826,47,0.25,-17,36,0.25,-21,0,1,False,0,True,2
i7211-p5827,33,0.2,3,7,0.5,-7,0,1,True,0,False,1
i7212-p5827,33,0.2,3,7,0.5,-7,0,1,True,0,True,3
i7213-p5828,31,0.95,-15,58,0.8,-42,0,1,False,0,True,5
i7214-p5829,6,1.0,6,77,0.5,-50,3,7,True,0,True,5
i7215-p5830,26,0.8,-15,40,0.6,-1,0,1,False,-1,True,5
i7216-p5831,51,0.1,-13,0,0.6,-8,0,1,False,0,True,2
i7217-p5832,25,1.0,25,34,0.9,6,1,6,False,0,True,3
i7218-p5833,31,0.2,11,29,0.75,-28,0,1,False,0,False,1
i7219-p5833,31,0.2,11,29,0.75,-28,0,1,False,0,True,3
i7220-p5834,30,1.0,30,29,0.8,3,0,1,True,0,True,4
i7221-p5835,25,1.0,25,93,0.25,11,0,1,False,0,True,2
i7222-p5836,89,0.25,-11,27,0.6,15,1,8,False,-1,True,5
i7223-p5837,-4,1.0,-4,38,0.25,-31,2,6,False,0,True,5
i7224-p5838,17,0.9,-1,17,0.8,-13,3,4,False,0,False,1
i7225-p5839,21,1.0,21,56,0.25,3,0,1,False,0,True,5
i7226-p5840,30,1.0,30,59,0.6,-10,0,1,False,0,True,3
i7227-p5841,66,0.25,-34,13,0.25,-7,0,1,False,0,True,5
i7228-p5842,30,1.0,30,26,0.99,4,0,1,False,0,False,1
i7229-p5842,30,1.0,30,26,0.99,4,0,1,False,0,True,3
i7230-p5843,44,0.2,5,16,0.8,-1,1,6,False,0,False,1
i7231-p5843,44,0.2,5,16,0.8,-1,1,6,False,0,True,4
i7232-p5844,7,1.0,7,34,0.1,-6,0,1,False,0,True,3
i7233-p5845,95,0.05,-9,-4,1.0,-4,0,1,False,0,True,4
i7234-p5846,3,1.0,3,-3,0.95,-12,0,1,True,0,True,3
i7235-p5847,30,1.0,30,35,0.8,25,0,1,False,0,False,1
i7236-p5847,30,1.0,30,35,0.8,25,0,1,False,0,True,5
i7237-p5848,19,1.0,19,51,0.6,-13,1,4,True,0,True,4
i7238-p5849,17,1.0,17,64,0.5,-29,1,2,True,0,True,2
i7239-p5850,-5,1.0,-5,-13,0.75,-20,1,2,False,0,True,5
i7240-p5851,79,0.05,1,12,0.6,6,1,6,False,0,True,2
i7241-p5852,29,0.5,-31,11,0.01,3,0,1,False,0,False,1
i7242-p5853,23,1.0,23,74,0.2,14,1,2,False,0,True,2
i7243-p5854,29,1.0,29,37,0.1,29,1,8,False,0,False,1
i7244-p5854,29,1.0,29,37,0.1,29,1,8,False,0,True,3
i7245-p5855,12,1.0,12,11,0.6,8,0,1,False,0,False,1
i7246-p5856,31,0.1,8,72,0.4,-13,1,8,False,0,True,5
i7247-p5857,4,1.0,4,35,0.6,-26,1,4,False,0,False,1
i7248-p5857,4,1.0,4,35,0.6,-26,1,4,False,0,True,3
i7249-p5858,25,1.0,25,75,0.1,16,0,1,True,0,False,1
i7250-p5859,45,0.5,3,35,0.1,25,0,1,False,1,True,5
i7251-p5860,6,1.0,6,28,0.75,-45,0,1,False,0,True,2
i7252-p5861,17,1.0,17,23,0.6,4,0,1,False,0,False,1
i7253-p5861,17,1.0,17,23,0.6,4,0,1,False,0,True,2
i7254-p5862,21,1.0,21,108,0.1,16,2,7,True,0,False,1
i7255-p5863,28,1.0,28,100,0.01,22,0,1,False,0,False,1
i7256-p5864,17,1.0,17,42,0.01,7,0,1,True,0,True,3
i7257-p5865,18,1.0,18,56,0.4,-5,0,1,False,0,True,5
i7258-p5866,17,1.0,17,18,0.5,17,0,1,False,0,True,3
i7259-p5867,23,1.0,23,31,0.5,22,3,4,False,0,False,1
i7260-p5867,23,1.0,23,31,0.5,22,3,4,False,0,True,4
i7261-p5868,94,0.5,-40,40,0.5,27,0,1,False,0,True,3
i7262-p5869,80,0.4,-25,59,0.1,15,2,5,False,0,False,1
i7263-p5870,10,0.8,0,77,0.25,-18,0,1,True,0,True,5
i7264-p5871,59,0.01,-1,7,0.4,-19,3,4,False,0,False,1
i7265-p5871,59,0.01,-1,7,0.4,-19,3,4,False,0,True,4
i7266-p5872,18,0.1,7,17,0.4,7,0,1,False,0,True,4
i7267-p5873,106,0.25,-37,73,0.2,-17,1,8,False,-1,True,4
i7268-p5874,47,0.2,21,86,0.05,23,0,1,True,0,False,1
i7269-p5875,3,1.0,3,13,0.95,11,1,8,False,0,True,5
i7270-p5876,99,0.1,-13,-4,0.99,-6,0,1,False,0,True,4
i7271-p5877,42,0.6,-33,33,0.25,4,1,2,False,0,True,3
i7272-p5878,13,1.0,13,15,0.8,-19,3,5,False,0,True,4
i7273-p5879,21,1.0,21,55,0.25,5,0,1,False,0,True,3
i7274-p5880,52,0.4,7,111,0.25,1,1,8,False,0,False,1
i7275-p5880,52,0.4,7,111,0.25,1,1,8,False,0,True,4
i7276-p5881,29,1.0,29,33,0.99,2,1,4,False,0,True,5
i7277-p5882,-9,1.0,-9,35,0.05,-11,0,1,False,0,True,3
i7278-p5883,42,0.4,-33,-8,0.6,-18,0,1,False,0,True,4
i7279-p5884,47,0.2,17,28,0.5,24,1,8,True,0,True,2
i7280-p5885,-7,1.0,-7,-6,0.75,-24,0,1,False,0,True,5
i7281-p5886,23,0.6,-10,78,0.05,-2,1,8,False,-1,True,2
i7282-p5887,6,1.0,6,11,0.75,-21,0,1,False,0,True,2
i7283-p5888,16,1.0,16,51,0.1,13,1,6,False,0,True,5
i7284-p5889,20,1.0,20,66,0.4,-15,3,2,False,0,True,5
i7285-p5890,98,0.1,19,28,0.95,-31,0,1,False,0,True,5
i7286-p5891,13,1.0,13,31,0.1,-4,3,4,False,0,False,1
i7287-p5891,13,1.0,13,31,0.1,-4,3,4,False,0,True,3
i7288-p5892,1,0.6,-22,-8,1.0,-8,0,1,False,0,True,4
i7289-p5893,10,1.0,10,28,0.05,2,2,7,False,0,False,1
i7290-p5893,10,1.0,10,28,0.05,2,2,7,False,0,True,3
i7291-p5894,15,0.01,12,15,0.99,3,1,8,True,0,False,1
i7292-p5894,15,0.01,12,15,0.99,3,1,8,True,0,True,4
i7293-p5895,28,1.0,28,37,0.5,15,1,2,True,0,True,5
i7294-p5896,66,0.1,-18,-3,0.9,-24,0,1,False,1,True,4
i7295-p5897,21,0.1,-10,-5,0.9,-33,3,2,False,1,True,3
i7296-p5898,13,0.25,-10,-12,0.95,-15,0,1,False,0,True,3
i7297-p5899,19,1.0,19,67,0.4,-4,0,1,False,0,False,1
i7298-p5900,7,0.1,-12,34,0.2,-30,0,1,False,0,False,1
i7299-p5900,7,0.1,-12,34,0.2,-30,0,1,False,0,True,2
i7300-p5901,24,1.0,24,18,0.05,16,0,1,False,0,True,5
i7301-p5902,11,0.99,-12,52,0.6,-43,0,1,False,0,True,3
i7302-p5903,32,0.9,-6,40,0.8,-14,3,2,False,-1,False,1
i7303-p5903,32,0.9,-6,40,0.8,-14,3,2,False,-1,True,5
i7304-p5904,1,1.0,1,0,0.95,-22,0,1,False,0,True,5
i7305-p5905,11,1.0,11,23,0.05,6,0,1,False,0,False,1
i7306-p5905,11,1.0,11,23,0.05,6,0,1,False,0,True,5
i7307-p5906,4,1.0,4,0,0.25,-1,1,6,False,0,True,2
i7308-p5907,-8,1.0,-8,34,0.4,-28,1,4,False,0,True,2
i7309-p5908,30,1.0,30,54,0.8,-32,0,1,True,0,True,5
i7310-p5909,110,0.05,-7,25,0.05,-5,3,3,False,0,False,1
i7311-p5909,110,0.05,-7,25,0.05,-5,3,3,False,0,True,3
i7312-p5910,54,0.25,5,62,0.5,-23,1,8,False,0,True,2
i7313-p5911,23,1.0,23,48,0.1,24,0,1,False,0,True,3
i7314-p5912,11,1.0,11,23,0.4,0,1,6,False,0,True,5
i7315-p5913,50,0.1,0,40,0.4,-27,0,1,False,0,False,1
i7316-p5913,50,0.1,0,40,0.4,-27,0,1,False,0,True,2
i7317-p5914,102,0.01,6,5,0.99,-28,1,4,True,0,True,3
i7318-p5915,69,0.4,-21,84,0.1,-3,0,1,False,0,False,1
i7319-p5916,12,1.0,12,16,0.1,13,1,8,False,0,True,5
i7320-p5917,43,0.1,10,13,1.0,13,1,6,True,0,True,4
i7321-p5918,80,0.5,-36,115,0.2,3,1,8,False,0,True,5
i7322-p5919,6,1.0,6,66,0.2,-17,0,1,True,0,True,5
i7323-p5920,23,1.0,23,55,0.2,10,1,8,False,0,False,1
i7324-p5921,11,1.0,11,72,0.25,-8,1,4,False,0,False,1
i7325-p5921,11,1.0,11,72,0.25,-8,1,4,False,0,True,2
i7326-p5922,92,0.05,12,23,0.01,13,3,3,False,0,True,2
i7327-p5923,28,1.0,28,30,0.4,23,0,1,True,0,True,2
i7328-p5924,37,0.5,-1,76,0.01,31,1,2,False,0,False,1
i7329-p5925,28,1.0,28,75,0.01,32,2,2,True,0,True,2
i7330-p5926,7,0.95,-2,43,0.5,-37,0,1,False,1,False,1
i7331-p5926,7,0.95,-2,43,0.5,-37,0,1,False,1,True,4
i7332-p5927,5,1.0,5,13,0.6,-1,0,1,False,0,False,1
i7333-p5927,5,1.0,5,13,0.6,-1,0,1,False,0,True,4
i7334-p5928,20,0.8,-45,14,0.2,9,3,6,False,-1,True,5
i7335-p5929,9,1.0,9,90,0.2,-10,0,1,False,0,False,1
i7336-p5930,-4,1.0,-4,-6,0.99,-15,0,1,False,0,False,1
i7337-p5931,9,0.01,-1,3,0.25,-2,0,1,False,0,True,3
i7338-p5932,24,0.25,16,65,0.4,-23,0,1,False,0,False,1
i7339-p5932,24,0.25,16,65,0.4,-23,0,1,False,0,True,2
i7340-p5933,14,1.0,14,38,0.6,-23,3,5,False,0,True,2
i7341-p5934,20,1.0,20,19,0.99,-16,2,3,False,0,True,2
i7342-p5935,27,0.25,19,36,0.4,18,1,8,False,0,False,1
i7343-p5935,27,0.25,19,36,0.4,18,1,8,False,0,True,2
i7344-p5936,24,0.8,-26,14,1.0,14,0,1,False,0,False,1
i7345-p5936,24,0.8,-26,14,1.0,14,0,1,False,0,True,4
i7346-p5937,-2,1.0,-2,49,0.25,-8,0,1,False,0,True,5
i7347-p5938,28,1.0,28,56,0.5,1,2,2,False,0,True,2
i7348-p5939,107,0.05,-13,49,0.4,-44,0,1,False,0,True,4
i7349-p5940,27,1.0,27,96,0.05,22,0,1,False,0,False,1
i7350-p5941,0,1.0,0,28,0.1,2,0,1,False,0,False,1
i7351-p5941,0,1.0,0,28,0.1,2,0,1,False,0,True,5
i7352-p5942,17,0.75,1,34,0.8,-33,3,3,False,0,True,2
i7353-p5943,12,0.9,-10,61,0.1,7,0,1,False,1,True,3
i7354-p5944,16,1.0,16,31,0.01,21,2,6,True,0,False,1
i7355-p5945,12,1.0,12,89,0.05,16,1,2,False,0,False,1
i7356-p5945,12,1.0,12,89,0.05,16,1,2,False,0,True,3
i7357-p5946,9,0.2,-14,-8,0.75,-18,1,8,False,0,False,1
i7358-p5947,39,0.75,-45,18,1.0,18,3,4,False,0,False,1
i7359-p5947,39,0.75,-45,18,1.0,18,3,4,False,0,True,3
i7360-p5948,20,1.0,20,29,0.2,11,0,1,False,0,True,4
i7361-p5949,54,0.05,29,72,0.4,-2,1,2,False,0,False,1
i7362-p5949,54,0.05,29,72,0.4,-2,1,2,False,0,True,2
i7363-p5950,14,1.0,14,24,0.5,4,1,2,False,0,True,4
i7364-p5951,-2,1.0,-2,34,0.05,-6,0,1,False,0,True,3
i7365-p5952,10,1.0,10,16,0.4,11,0,1,False,0,False,1
i7366-p5953,-6,1.0,-6,-6,0.99,-7,0,1,False,0,True,2
i7367-p5954,73,0.1,-19,60,0.2,-21,1,4,False,0,False,1
i7368-p5954,73,0.1,-19,60,0.2,-21,1,4,False,0,True,2
i7369-p5955,25,1.0,25,35,0.75,-1,0,1,False,0,False,1
i7370-p5955,25,1.0,25,35,0.75,-1,0,1,False,0,True,5
i7371-p5956,15,1.0,15,29,0.1,3,2,5,False,0,True,2
i7372-p5957,30,1.0,30,39,0.25,36,1,8,False,0,True,3
i7373-p5958,33,0.9,-25,28,0.9,7,1,8,True,0,False,1
i7374-p5959,95,0.25,-21,53,0.05,-1,0,1,False,1,True,5
i7375-p5960,-5,1.0,-5,-10,0.9,-16,0,1,False,0,True,3
i7376-p5961,11,1.0,11,11,1.0,11,1,6,True,0,True,2
i7377-p5962,20,1.0,20,72,0.6,-35,0,1,True,0,True,2
i7378-p5963,40,0.75,-7,64,0.5,2,0,1,True,0,False,1
i7379-p5964,27,1.0,27,54,0.75,-27,2,5,True,0,True,2
i7380-p5965,2,1.0,2,0,0.99,-4,1,6,False,0,False,1
i7381-p5966,-7,0.9,-21,-7,0.6,-9,0,1,True,-1,False,1
i7382-p5967,27,0.1,-10,-6,1.0,-6,3,4,False,0,False,1
i7383-p5968,9,1.0,9,57,0.5,-27,2,6,False,0,True,3
i7384-p5969,72,0.1,20,34,0.95,25,0,1,True,0,True,2
i7385-p5970,49,0.1,-3,25,0.25,-4,0,1,False,0,False,1
i7386-p5970,49,0.1,-3,25,0.25,-4,0,1,False,0,True,3
i7387-p5971,11,1.0,11,25,0.5,17,0,1,False,0,True,4
i7388-p5972,14,1.0,14,56,0.25,-6,0,1,True,0,True,2
i7389-p5973,-8,1.0,-8,78,0.25,-39,0,1,False,0,True,2
i7390-p5974,30,1.0,30,95,0.1,29,0,1,False,0,True,5
i7391-p5975,39,0.05,16,33,0.6,5,0,1,False,0,True,3
i7392-p5976,-1,1.0,-1,12,0.6,-17,0,1,True,0,True,4
i7393-p5977,-6,1.0,-6,4,0.1,-11,0,1,False,0,True,2
i7394-p5978,18,0.75,-5,33,0.5,-6,1,2,False,0,True,5
i7395-p5979,16,0.9,6,23,0.95,-35,1,4,False,0,True,2
i7396-p5980,-7,1.0,-7,48,0.01,-15,1,4,False,0,True,2
i7397-p5981,3,1.0,3,1,0.99,-41,1,8,False,0,True,3
i7398-p5982,24,0.6,-44,10,0.75,-17,1,2,False,0,True,4
i7399-p5983,4,1.0,4,8,0.4,-6,1,8,False,0,True,2
i7400-p5984,26,1.0,26,25,0.9,-24,2,5,False,0,True,3
i7401-p5985,16,1.0,16,64,0.4,-16,0,1,False,0,True,5
i7402-p5986,9,1.0,9,54,0.5,-28,3,2,False,0,True,2
i7403-p5987,25,0.5,3,78,0.2,6,2,2,False,0,True,2
i7404-p5988,12,1.0,12,25,0.8,-41,0,1,False,0,True,2
i7405-p5989,24,1.0,24,54,0.1,17,1,4,False,0,False,1
i7406-p5989,24,1.0,24,54,0.1,17,1,4,False,0,True,5
i7407-p5990,83,0.1,6,41,0.4,11,1,6,False,0,True,5
i7408-p5991,3,1.0,3,7,0.5,-12,0,1,False,0,True,3
i7409-p5992,-5,1.0,-5,-4,0.99,-23,0,1,False,0,False,1
i7410-p5992,-5,1.0,-5,-4,0.99,-23,0,1,False,0,True,2
i7411-p5993,30,1.0,30,41,0.01,25,0,1,False,0,True,3
i7412-p5994,24,1.0,24,48,0.05,24,0,1,False,0,False,1
i7413-p5994,24,1.0,24,48,0.05,24,0,1,False,0,True,4
i7414-p5995,6,0.95,-33,4,1.0,4,0,1,False,0,False,1
i7415-p5995,6,0.95,-33,4,1.0,4,0,1,False,0,True,3
i7416-p5996,25,1.0,25,95,0.01,23,3,4,False,0,True,2
i7417-p5997,19,1.0,19,43,0.75,-46,0,1,False,0,True,5
i7418-p5998,52,0.25,11,18,0.1,16,1,4,False,0,True,2
i7419-p5999,10,1.0,10,23,0.8,-22,0,1,False,0,True,4
i7420-p6000,2,1.0,2,106,0.05,3,1,2,False,0,True,3
i7421-p6001,30,0.1,14,70,0.05,22,1,8,False,0,True,3
i7422-p6002,17,0.4,-21,27,0.2,-21,0,1,False,-1,True,2
i7423-p6003,3,1.0,3,27,0.2,-7,2,7,False,0,True,3
i7424-p6004,1,1.0,1,8,0.8,-16,1,6,False,0,True,2
i7425-p6005,12,1.0,12,15,0.99,4,1,8,True,0,True,3
i7426-p6006,26,1.0,26,26,0.9,11,0,1,False,0,False,1
i7427-p6006,26,1.0,26,26,0.9,11,0,1,False,0,True,5
i7428-p6007,20,1.0,20,77,0.05,18,2,7,False,0,True,4
i7429-p6008,31,0.8,23,39,0.75,-5,2,3,False,0,True,3
i7430-p6009,47,0.25,-16,0,1.0,0,0,1,False,0,False,1
i7431-p6009,47,0.25,-16,0,1.0,0,0,1,False,0,True,5
i7432-p6010,59,0.4,-11,19,0.25,18,1,8,False,1,False,1
i7433-p6010,59,0.4,-11,19,0.25,18,1,8,False,1,True,4
i7434-p6011,27,1.0,27,61,0.01,26,0,1,False,0,False,1
i7435-p6011,27,1.0,27,61,0.01,26,0,1,False,0,True,2
i7436-p6012,12,1.0,12,14,0.4,14,2,5,False,0,True,4
i7437-p6013,22,0.6,-23,9,0.9,-8,2,3,False,0,True,3
i7438-p6014,23,1.0,23,26,0.05,21,0,1,False,0,False,1
i7439-p6014,23,1.0,23,26,0.05,21,0,1,False,0,True,2
i7440-p6015,19,1.0,19,36,0.1,17,0,1,False,0,True,4
i7441-p6016,82,0.01,-1,4,0.75,-2,0,1,False,0,True,2
i7442-p6017,14,0.6,12,41,0.4,-2,0,1,False,0,False,1
i7443-p6017,14,0.6,12,41,0.4,-2,0,1,False,0,True,2
i7444-p6018,-3,1.0,-3,44,0.01,-9,0,1,True,0,False,1
i7445-p6018,-3,1.0,-3,44,0.01,-9,0,1,True,0,True,2
i7446-p6019,78,0.05,-8,2,0.9,-19,0,1,False,0,True,3
i7447-p6020,-10,0.99,-18,-17,0.99,-27,1,6,False,0,True,2
i7448-p6021,29,1.0,29,68,0.2,11,0,1,False,0,False,1
i7449-p6021,29,1.0,29,68,0.2,11,0,1,False,0,True,4
i7450-p6022,31,0.75,24,56,0.6,-1,2,4,False,-1,True,5
i7451-p6023,11,1.0,11,11,1.0,11,3,4,False,0,True,2
i7452-p6024,4,1.0,4,25,0.01,0,1,8,False,0,True,3
i7453-p6025,21,1.0,21,40,0.25,19,0,1,False,0,True,2
i7454-p6026,-9,1.0,-9,-4,0.75,-27,0,1,True,0,True,2
i7455-p6027,4,0.8,-17,61,0.25,-18,1,4,False,0,True,4
i7456-p6028,92,0.4,-21,31,0.01,25,0,1,False,0,True,5
i7457-p6029,12,1.0,12,43,0.25,1,1,4,True,0,True,4
i7458-p6030,31,0.05,13,14,0.8,3,1,2,False,0,True,2
i7459-p6031,-10,1.0,-10,32,0.2,-27,1,2,False,0,True,4
i7460-p6032,-6,0.95,-38,85,0.1,-14,1,4,False,0,False,1
i7461-p6032,-6,0.95,-38,85,0.1,-14,1,4,False,0,True,4
i7462-p6033,-9,1.0,-9,27,0.5,-47,0,1,False,0,True,2
i7463-p6034,19,0.01,1,35,0.1,0,0,1,True,0,False,1
i7464-p6034,19,0.01,1,35,0.1,0,0,1,True,0,True,3
i7465-p6035,17,1.0,17,30,0.75,10,0,1,False,0,True,5
i7466-p6036,12,0.95,-20,11,0.05,10,0,1,False,0,True,5
i7467-p6037,16,1.0,16,14,0.99,-14,0,1,False,0,True,2
i7468-p6038,76,0.1,25,92,0.1,23,0,1,False,0,True,4
i7469-p6039,0,1.0,0,18,0.6,-50,1,4,False,0,False,1
i7470-p6039,0,1.0,0,18,0.6,-50,1,4,False,0,True,2
i7471-p6040,21,1.0,21,51,0.4,-4,0,1,False,0,False,1
i7472-p6040,21,1.0,21,51,0.4,-4,0,1,False,0,True,3
i7473-p6041,8,1.0,8,12,0.95,-4,0,1,False,0,True,4
i7474-p6042,23,1.0,23,29,0.25,26,0,1,False,0,False,1
i7475-p6043,25,1.0,25,41,0.8,-36,0,1,False,0,False,1
i7476-p6044,-8,1.0,-8,46,0.05,-5,1,8,False,0,True,5
i7477-p6045,2,1.0,2,0,0.9,-10,1,8,False,0,True,3
i7478-p6046,20,1.0,20,19,0.5,16,0,1,True,0,True,5
i7479-p6047,-1,1.0,-1,81,0.01,-1,0,1,False,0,False,1
i7480-p6048,1,1.0,1,4,0.9,-7,0,1,False,0,False,1
i7481-p6048,1,1.0,1,4,0.9,-7,0,1,False,0,True,3
i7482-p6049,57,0.4,-1,51,0.01,16,1,2,False,1,False,1
i7483-p6050,14,0.1,-4,14,0.75,-7,0,1,False,0,True,3
i7484-p6051,-7,1.0,-7,-8,0.25,-11,1,4,False,0,True,4
i7485-p6052,27,1.0,27,32,0.5,16,0,1,False,0,True,2
i7486-p6053,57,0.4,-8,18,1.0,18,2,6,False,0,False,1
i7487-p6053,57,0.4,-8,18,1.0,18,2,6,False,0,True,3
i7488-p6054,-5,1.0,-5,-2,0.99,-3,1,6,False,0,False,1
i7489-p6055,-5,1.0,-5,33,0.5,-39,1,8,False,0,False,1
i7490-p6055,-5,1.0,-5,33,0.5,-39,1,8,False,0,True,5
i7491-p6056,17,0.95,-22,16,0.6,-7,2,5,False,0,False,1
i7492-p6057,12,1.0,12,58,0.2,5,0,1,False,0,False,1
i7493-p6057,12,1.0,12,58,0.2,5,0,1,False,0,True,5
i7494-p6058,10,1.0,10,27,0.2,10,0,1,False,0,False,1
i7495-p6059,80,0.25,-9,65,0.05,11,0,1,True,0,True,5
i7496-p6060,21,1.0,21,17,0.99,17,2,5,False,0,False,1
i7497-p6060,21,1.0,21,17,0.99,17,2,5,False,0,True,2
i7498-p6061,25,0.9,-44,17,0.8,-6,0,1,False,0,True,5
i7499-p6062,-3,1.0,-3,11,0.8,-23,1,2,False,0,True,3
i7500-p6063,0,1.0,0,6,0.1,1,0,1,False,0,False,1
i7501-p6063,0,1.0,0,6,0.1,1,0,1,False,0,True,2
i7502-p6064,-10,1.0,-10,113,0.25,-45,0,1,False,0,False,1
i7503-p6064,-10,1.0,-10,113,0.25,-45,0,1,False,0,True,2
i7504-p6065,13,1.0,13,15,0.01,14,0,1,True,0,True,4
i7505-p6066,26,0.1,24,20,0.95,14,0,1,False,-1,True,2
i7506-p6067,28,1.0,28,31,0.6,30,2,5,False,0,False,1
i7507-p6067,28,1.0,28,31,0.6,30,2,5,False,0,True,3
i7508-p6068,21,1.0,21,65,0.25,7,1,8,False,0,True,4
i7509-p6069,13,1.0,13,70,0.01,10,1,8,False,0,True,5
i7510-p6070,24,0.6,-8,36,0.2,6,0,1,False,0,True,4
i7511-p6071,25,1.0,25,39,0.05,15,3,4,False,0,True,2
i7512-p6072,52,0.5,-24,16,0.8,10,2,2,False,0,True,2
i7513-p6073,6,1.0,6,21,0.6,-9,2,6,False,0,True,3
i7514-p6074,11,1.0,11,24,0.8,-41,0,1,False,0,False,1
i7515-p6074,11,1.0,11,24,0.8,-41,0,1,False,0,True,4
i7516-p6075,18,1.0,18,59,0.6,-36,0,1,False,0,True,3
i7517-p6076,46,0.05,29,46,0.75,-11,3,6,True,1,False,1
i7518-p6076,46,0.05,29,46,0.75,-11,3,6,True,1,True,4
i7519-p6077,30,1.0,30,30,0.95,-44,3,3,False,0,True,2
i7520-p6078,44,0.2,-15,20,0.25,-3,2,4,False,-1,True,4
i7521-p6079,16,0.9,0,14,1.0,14,1,6,True,0,True,3
i7522-p6080,17,1.0,17,40,0.9,-40,0,1,False,0,True,3
i7523-p6081,24,1.0,24,59,0.2,15,0,1,False,0,True,2
i7524-p6082,-6,0.95,-20,26,0.6,-40,1,8,False,0,True,5
i7525-p6083,30,0.2,20,34,0.5,-8,0,1,False,0,True,3
i7526-p6084,15,0.05,12,30,0.05,-3,3,5,False,0,True,4
i7527-p6085,32,0.25,-24,-10,1.0,-10,0,1,False,0,True,2
i7528-p6086,-9,1.0,-9,8,0.05,-14,0,1,False,0,True,4
i7529-p6087,-3,1.0,-3,8,0.2,-2,3,5,False,0,True,3
i7530-p6088,24,0.6,2,68,0.2,1,0,1,False,0,True,5
i7531-p6089,45,0.5,3,36,0.1,28,0,1,False,0,True,2
i7532-p6090,23,1.0,23,44,0.25,27,1,6,False,0,True,5
i7533-p6091,29,0.2,-6,1,1.0,1,0,1,False,0,True,5
i7534-p6092,-5,1.0,-5,-5,0.01,-11,0,1,False,0,True,4
i7535-p6093,12,1.0,12,49,0.4,-27,1,2,True,0,True,5
i7536-p6094,51,0.05,0,3,1.0,3,0,1,False,0,True,2
i7537-p6095,8,1.0,8,39,0.2,5,0,1,False,0,True,4
i7538-p6096,68,0.4,-10,21,1.0,21,1,2,True,0,False,1
i7539-p6096,68,0.4,-10,21,1.0,21,1,2,True,0,True,2
i7540-p6097,25,0.6,23,74,0.2,19,0,1,True,0,False,1
i7541-p6097,25,0.6,23,74,0.2,19,0,1,True,0,True,2
i7542-p6098,88,0.01,22,48,0.2,8,1,4,True,0,True,4
i7543-p6099,11,1.0,11,88,0.25,-17,0,1,True,0,False,1
i7544-p6100,19,1.0,19,22,0.05,19,1,6,False,0,False,1
i7545-p6101,18,0.25,11,13,1.0,13,2,6,False,0,True,4
i7546-p6102,30,1.0,30,50,0.01,40,0,1,False,0,True,4
i7547-p6103,8,1.0,8,28,0.4,-5,2,6,True,0,True,2
i7548-p6104,35,0.01,14,30,0.8,-5,0,1,False,1,True,5
i7549-p6105,-1,1.0,-1,107,0.25,-32,1,4,False,0,True,5
i7550-p6106,14,1.0,14,100,0.25,-1,1,6,False,0,True,3
i7551-p6107,30,0.8,-6,29,0.8,1,0,1,False,0,True,2
i7552-p6108,20,0.8,-40,8,1.0,8,1,6,False,0,True,3
i7553-p6109,25,0.4,-33,4,0.6,-27,0,1,False,0,True,2
i7554-p6110,9,1.0,9,51,0.01,9,2,5,False,0,True,3
i7555-p6111,18,1.0,18,23,0.9,-19,0,1,True,0,True,4
i7556-p6112,12,1.0,12,4,0.99,-44,0,1,False,0,True,5
i7557-p6113,54,0.25,-25,18,0.1,-6,2,7,True,0,True,4
i7558-p6114,2,0.75,-19,52,0.01,-11,0,1,False,-1,True,3
i7559-p6115,13,0.5,-5,24,0.1,-2,1,8,True,0,True,5
i7560-p6116,18,1.0,18,75,0.4,-24,0,1,True,0,True,2
